,,FE,,,RE,,,
,,slope,1|subj,dwaic,slope|subj,1|subj,dwaic,WaicRE-waicFE
Dsubj_optout_oo,mood,0.428484539791075,0.195211878451856,-1.18351235998171,0.521892376124324,0.04322219239794,3.19348521344727,4.37699757342898
,real_stress,2.31497275696968,-0.211558652733786,-1.31021980598871,0.92161119692766,0.081728165530812,10.6158844232696,11.9261042292583
,food,3.76199953326125,-0.100717597617126,-0.771879407980123,0.166486294352914,-0.477345900307932,0.021462828980475,0.793342236960598
,sleep,-0.933621844748241,0.039079087748452,-1.45094560643452,0.122146802648306,0.001685120960893,-0.366109764325756,1.08483584210876
OKubj_RT_no,mood,-0.028515618111595,-0.000553274747756,1.53462267946577,-0.003124465765868,0.000524950715139,0.478694629297934,-1.05592805016784
,real_stress,0.024881857257515,0.000214048774848,-0.237446206453569,0.015351227074312,-0.000282760780181,0.22496810221719,0.462414308670759
,food,0.005346336317227,-9.4786716400479E-06,-0.047352818478657,8.04693478155347E-06,-0.000221086073156,-0.755001001982123,-0.707648183503465
,sleep,-0.002385993907034,1.87291894385669E-05,-0.901208901453856,0.000148051187041,3.75022499379847E-05,0.000576318648086,0.901785220101942
